0.4,109.95,9.84,1.79,130,1.8,130.16,42.73,33.34,4265.68,28.56,32.69,204.9,31.95,539.98,12.72,3.95,18.68,130.76,130.78,64.55,610.52,4497.83,66.63,12.02,86.59,12.03,-19.56,37.08,26.3,45.5,71.8,1.7,63.3,19.3,82.6,16,1.4,5.491666667
0.4,110,10.01,1.81,130.19,1.81,130.56,42.83,28.57,4362.56,28.36,32.42,205.26,32.39,540,12.66,3.94,18.71,131,131.01,64.52,614.72,4496.21,67.05,11.99,86.53,12.03,-19.69,37.12,26.2,47.7,73.9,1.3,65.3,18.7,84,15,1,5.11
0.4,109.96,9.85,1.81,130.16,1.81,130.09,42.69,32.8,4240.66,28.58,32.75,205.16,32.04,539.99,12.74,3.94,18.69,130.95,130.97,64.6,611.46,4499.77,66.63,12.04,86.75,12.02,-19.43,37.12,32.5,40.5,73,1.7,67.8,16.1,83.9,14.7,1.4,5.45
0.4,110,9.86,1.8,130.01,1.8,130.41,42.92,32.88,4324.62,28.55,32.63,205.25,32.32,540.01,12.71,3.94,18.66,130.81,130.82,64.58,612.83,4500.02,66.9,11.99,86.93,12.03,-19.74,37.15,24.6,48.7,73.3,1.9,67.7,15.3,83,15.3,1.7,5.373333333
0.4,109.99,9.99,1.79,129.9,1.79,130.31,42.88,28.76,4331.48,28.24,32.31,205.21,32.57,540,12.75,3.94,18.68,130.7,130.71,64.64,612.54,4500.21,67.03,12,85.93,12.02,-19.69,37.13,27,44.2,71.2,1.7,65.8,17.3,83.1,15.5,1.4,5.288333333
0.4,110,9.85,1.85,130.67,1.85,131.08,42.83,33.03,4326.41,28.75,32.82,205.18,32.53,540.01,12.79,3.94,18.77,131.43,131.44,64.92,618.15,4499.98,66.91,12.01,86.27,12.03,-19.58,37.12,26.1,47.7,73.8,1.8,63.9,19,82.9,15.8,1.3,5.155
0.4,110.06,10.05,1.78,129.84,1.78,130.23,42.83,29.09,4347.89,28.19,32.26,205.33,32.66,540,12.68,3.93,18.63,130.6,130.61,64.54,611.1,4499.99,66.9,11.98,86.71,12.03,-19.87,37.15,30.7,43.6,74.3,1.1,63.7,18.7,82.4,16.1,1.5,5.115
0.4,109.98,10,1.75,129.38,1.75,129.81,42.89,28.47,4253.65,28.03,32.06,204.86,32.41,539.99,12.74,3.95,18.59,130.21,130.23,64.3,606.58,4500.15,66.73,11.99,86.98,12.02,-20.1,37.16,25.2,49.3,74.5,1.5,64.8,18.7,83.5,15.1,1.4,5.2
0.4,109.98,9.87,1.8,130.03,1.8,130.44,42.84,32.65,4276.57,28.45,32.51,204.82,32.48,539.99,12.72,3.95,18.66,130.88,130.88,64.41,610.85,4492.59,66.86,11.98,86.01,12.03,-20.01,37.09,24.8,47.5,72.3,1.7,65.1,18.5,83.6,15,1.4,5.093333333
0.4,110,10.01,1.74,129.24,1.74,129.69,42.85,28.23,4320.03,28.07,32.12,204.85,32.66,540,12.75,3.95,18.57,130.12,130.13,64.41,608.42,4500.97,66.77,11.97,86.35,12.02,-20.3,37.1,23.3,48.6,71.9,1.9,66.2,17.8,84,14.7,1.3,5.156666667
0.4,109.95,10,1.77,129.6,1.77,130.03,42.85,28.17,4275.08,28.02,32.07,204.8,32.65,540,12.73,3.95,18.66,130.42,130.43,64.56,609.5,4500,66.76,11.98,86.15,12.02,-20.06,37.07,28.4,45.5,73.9,1.7,66.6,17.8,84.4,14.3,1.3,5.283333333
0.4,109.96,10.01,1.8,130.02,1.8,130.42,42.81,28.25,4353.29,28.2,32.22,204.84,32.39,540,12.7,3.95,18.66,130.82,130.85,64.47,609.92,4500.17,66.81,12,86.66,12.02,-20.13,37.09,25.6,48.5,74.1,1.4,69.3,16.3,85.6,13.3,1.1,5.285
0.4,110,9.84,1.72,129.1,1.72,128.85,42.76,33.5,4233.71,28.36,32.52,204.92,31.73,539.99,12.75,3.95,18.65,129.92,129.93,64.51,612.31,4500.07,66.5,12.04,86.81,12.01,-19.73,37.17,21.3,48.3,69.6,1.9,60.4,21.2,81.6,16.8,1.6,5.313333333
0.4,109.95,9.86,1.71,128.92,1.71,129.18,42.76,33.27,4288.43,28.09,32.13,204.97,32.03,540.01,12.95,3.94,18.64,129.72,129.74,64.71,608.76,4499.99,66.45,12.02,87.22,12,-19.47,37.15,34.6,40.9,75.5,1.4,65.7,18.9,84.6,14.4,1,5.343333333
